mean_predicted_severe,observed_severe_rate
0.04667498828810076,0.03625
0.06875125457157528,0.049375
0.08603097759467364,0.08244846970643348
0.1049839540184328,0.09606986899563319
0.13034919753672117,0.11967418546365914
0.16570230403093106,0.15730337078651685
0.20379500815477425,0.201875
0.24500797124462584,0.20200125078173858
0.32679277654068956,0.3692493946731235
0.3868263001336004,0.45701357466063347
